verb,gloss,class,class_name,transitive,stem,past_stem,kind,paradigm,paradigm_na,paradigm_en,person,person_en,honorific,subject,subject_marking,needs_check,form,aksara,morphemes,rules
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,habpres,अभ्यस्त वर्तमान,habitual present,ta,2nd person · low grade,no,तँ,nominative,no,बुझ्छस्,बु झ्छ स्,stem:बुझ् + end:छस्,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,habpres,अभ्यस्त वर्तमान,habitual present,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,बुझ्छौ,बु झ्छौ,stem:बुझ् + end:छौ,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,habpres,अभ्यस्त वर्तमान,habitual present,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,बुझ्नुहुन्छ,बु झ्नु हु न्छ,stem:बुझ्नु + aux:हुन्छ,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,habpres,अभ्यस्त वर्तमान,habitual present,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,बुझ्छ,बु झ्छ,stem:बुझ् + end:छ,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,habpres,अभ्यस्त वर्तमान,habitual present,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,बुझ्छन्,बु झ्छ न्,stem:बुझ् + end:छन्,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,habpres,अभ्यस्त वर्तमान,habitual present,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,बुझ्नुहुन्छ,बु झ्नु हु न्छ,stem:बुझ्नु + aux:हुन्छ,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prescont,वर्तमान निरन्तर,present continuous,ma,1st person · singular,no,म,nominative,no,बुझ्दैछु,बु झ्दै छु,stem:बुझ् + end:दै + aux:छु,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prescont,वर्तमान निरन्तर,present continuous,hami,1st person · plural,no,हामी(हरू),nominative,no,बुझ्दैछौँ,बु झ्दै छौँ,stem:बुझ् + end:दै + aux:छौँ,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prescont,वर्तमान निरन्तर,present continuous,ta,2nd person · low grade,no,तँ,nominative,no,बुझ्दैछस्,बु झ्दै छ स्,stem:बुझ् + end:दै + aux:छस्,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prescont,वर्तमान निरन्तर,present continuous,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,बुझ्दैछौ,बु झ्दै छौ,stem:बुझ् + end:दै + aux:छौ,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prescont,वर्तमान निरन्तर,present continuous,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,बुझ्दै हुनुहुन्छ,बु झ्दै   हु नु हु न्छ,stem:बुझ् + end:दै + aux: हुनुहुन्छ,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prescont,वर्तमान निरन्तर,present continuous,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,बुझ्दैछ,बु झ्दै छ,stem:बुझ् + end:दै + aux:छ,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prescont,वर्तमान निरन्तर,present continuous,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,बुझ्दैछन्,बु झ्दै छ न्,stem:बुझ् + end:दै + aux:छन्,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prescont,वर्तमान निरन्तर,present continuous,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,बुझ्दै हुनुहुन्छ,बु झ्दै   हु नु हु न्छ,stem:बुझ् + end:दै + aux: हुनुहुन्छ,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,presperf,वर्तमान पूर्ण,present perfect,ma,1st person · singular,no,मैले,ergative -ले,no,बुझेको छु,बु झे को   छु,stem:बुझ् + end:एको + aux: छु,empty-base > virama-matra-fusion > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,presperf,वर्तमान पूर्ण,present perfect,hami,1st person · plural,no,हामी(हरू)ले,ergative -ले,no,बुझेका छौँ,बु झे का   छौँ,stem:बुझ् + end:एका + aux: छौँ,empty-base > virama-matra-fusion > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,presperf,वर्तमान पूर्ण,present perfect,ta,2nd person · low grade,no,तैंले,ergative -ले,no,बुझेको छस्,बु झे को   छ स्,stem:बुझ् + end:एको + aux: छस्,empty-base > virama-matra-fusion > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,presperf,वर्तमान पूर्ण,present perfect,timi,2nd person · mid grade,no,तिमी(हरू)ले,ergative -ले,no,बुझेको छौ,बु झे को   छौ,stem:बुझ् + end:एको + aux: छौ,empty-base > virama-matra-fusion > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,presperf,वर्तमान पूर्ण,present perfect,tapai,2nd person · high grade,yes,तपाईं(हरू)ले,ergative -ले,no,बुझ्नुभएको छ,बु झ्नु भ ए को   छ,stem:बुझ्नु + aux:भएको छ,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,presperf,वर्तमान पूर्ण,present perfect,u,3rd person · low grade,no,उसले / त्यसले,ergative -ले,no,बुझेको छ,बु झे को   छ,stem:बुझ् + end:एको + aux: छ,empty-base > virama-matra-fusion > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,presperf,वर्तमान पूर्ण,present perfect,uni,3rd person · mid grade,no,उनले / उनीहरूले,ergative -ले,no,बुझेका छन्,बु झे का   छ न्,stem:बुझ् + end:एका + aux: छन्,empty-base > virama-matra-fusion > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,presperf,वर्तमान पूर्ण,present perfect,uha,3rd person · high grade,yes,उहाँले,ergative -ले,no,बुझ्नुभएको छ,बु झ्नु भ ए को   छ,stem:बुझ्नु + aux:भएको छ,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,past,सामान्य भूत,simple past,ma,1st person · singular,no,मैले,ergative -ले,no,बुझेँ,बु झेँ,stem:बुझ् + end:एँ,empty-base > virama-matra-fusion
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,past,सामान्य भूत,simple past,hami,1st person · plural,no,हामी(हरू)ले,ergative -ले,no,बुझ्यौँ,बु झ्यौँ,stem:बुझ् + end:यौँ,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,past,सामान्य भूत,simple past,ta,2nd person · low grade,no,तैंले,ergative -ले,no,बुझिस्,बु झि स्,stem:बुझ् + end:इस्,empty-base > virama-matra-fusion
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,past,सामान्य भूत,simple past,timi,2nd person · mid grade,no,तिमी(हरू)ले,ergative -ले,no,बुझ्यौ,बु झ्यौ,stem:बुझ् + end:यौ,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,past,सामान्य भूत,simple past,tapai,2nd person · high grade,yes,तपाईं(हरू)ले,ergative -ले,no,बुझ्नुभयो,बु झ्नु भ यो,stem:बुझ्नु + aux:भयो,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,past,सामान्य भूत,simple past,u,3rd person · low grade,no,उसले / त्यसले,ergative -ले,no,बुझ्यो,बु झ्यो,stem:बुझ् + end:यो,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,past,सामान्य भूत,simple past,uni,3rd person · mid grade,no,उनले / उनीहरूले,ergative -ले,no,बुझे,बु झे,stem:बुझ् + end:ए,empty-base > virama-matra-fusion
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,past,सामान्य भूत,simple past,uha,3rd person · high grade,yes,उहाँले,ergative -ले,no,बुझ्नुभयो,बु झ्नु भ यो,stem:बुझ्नु + aux:भयो,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,habpast,अभ्यस्त भूत,habitual past,ma,1st person · singular,no,म,nominative,no,बुझ्थेँ,बु झ्थेँ,stem:बुझ् + end:थेँ,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,habpast,अभ्यस्त भूत,habitual past,hami,1st person · plural,no,हामी(हरू),nominative,no,बुझ्थ्यौँ,बु झ्थ्यौँ,stem:बुझ् + end:थ्यौँ,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,habpast,अभ्यस्त भूत,habitual past,ta,2nd person · low grade,no,तँ,nominative,no,बुझ्थिस्,बु झ्थि स्,stem:बुझ् + end:थिस्,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,habpast,अभ्यस्त भूत,habitual past,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,बुझ्थ्यौ,बु झ्थ्यौ,stem:बुझ् + end:थ्यौ,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,habpast,अभ्यस्त भूत,habitual past,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,बुझ्नुहुन्थ्यो,बु झ्नु हु न्थ्यो,stem:बुझ्नु + aux:हुन्थ्यो,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,habpast,अभ्यस्त भूत,habitual past,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,बुझ्थ्यो,बु झ्थ्यो,stem:बुझ् + end:थ्यो,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,habpast,अभ्यस्त भूत,habitual past,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,बुझ्थे,बु झ्थे,stem:बुझ् + end:थे,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,habpast,अभ्यस्त भूत,habitual past,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,बुझ्नुहुन्थ्यो,बु झ्नु हु न्थ्यो,stem:बुझ्नु + aux:हुन्थ्यो,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastcont,भूत निरन्तर,past continuous,ma,1st person · singular,no,म,nominative,no,बुझ्दै थिएँ,बु झ्दै   थि एँ,stem:बुझ् + end:दै + aux: थिएँ,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastcont,भूत निरन्तर,past continuous,hami,1st person · plural,no,हामी(हरू),nominative,no,बुझ्दै थियौँ,बु झ्दै   थि यौँ,stem:बुझ् + end:दै + aux: थियौँ,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastcont,भूत निरन्तर,past continuous,ta,2nd person · low grade,no,तँ,nominative,no,बुझ्दै थिइस्,बु झ्दै   थि इ स्,stem:बुझ् + end:दै + aux: थिइस्,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastcont,भूत निरन्तर,past continuous,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,बुझ्दै थियौ,बु झ्दै   थि यौ,stem:बुझ् + end:दै + aux: थियौ,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastcont,भूत निरन्तर,past continuous,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,बुझ्दै हुनुहुन्थ्यो,बु झ्दै   हु नु हु न्थ्यो,stem:बुझ् + end:दै + aux: हुनुहुन्थ्यो,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastcont,भूत निरन्तर,past continuous,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,बुझ्दै थियो,बु झ्दै   थि यो,stem:बुझ् + end:दै + aux: थियो,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastcont,भूत निरन्तर,past continuous,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,बुझ्दै थिए,बु झ्दै   थि ए,stem:बुझ् + end:दै + aux: थिए,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastcont,भूत निरन्तर,past continuous,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,बुझ्दै हुनुहुन्थ्यो,बु झ्दै   हु नु हु न्थ्यो,stem:बुझ् + end:दै + aux: हुनुहुन्थ्यो,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastperf,भूत पूर्ण,past perfect,ma,1st person · singular,no,मैले,ergative -ले,no,बुझेको थिएँ,बु झे को   थि एँ,stem:बुझ् + end:एको + aux: थिएँ,empty-base > virama-matra-fusion > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastperf,भूत पूर्ण,past perfect,hami,1st person · plural,no,हामी(हरू)ले,ergative -ले,no,बुझेका थियौँ,बु झे का   थि यौँ,stem:बुझ् + end:एका + aux: थियौँ,empty-base > virama-matra-fusion > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastperf,भूत पूर्ण,past perfect,ta,2nd person · low grade,no,तैंले,ergative -ले,no,बुझेको थिइस्,बु झे को   थि इ स्,stem:बुझ् + end:एको + aux: थिइस्,empty-base > virama-matra-fusion > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastperf,भूत पूर्ण,past perfect,timi,2nd person · mid grade,no,तिमी(हरू)ले,ergative -ले,no,बुझेको थियौ,बु झे को   थि यौ,stem:बुझ् + end:एको + aux: थियौ,empty-base > virama-matra-fusion > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastperf,भूत पूर्ण,past perfect,tapai,2nd person · high grade,yes,तपाईं(हरू)ले,ergative -ले,no,बुझ्नुभएको थियो,बु झ्नु भ ए को   थि यो,stem:बुझ्नु + aux:भएको थियो,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastperf,भूत पूर्ण,past perfect,u,3rd person · low grade,no,उसले / त्यसले,ergative -ले,no,बुझेको थियो,बु झे को   थि यो,stem:बुझ् + end:एको + aux: थियो,empty-base > virama-matra-fusion > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastperf,भूत पूर्ण,past perfect,uni,3rd person · mid grade,no,उनले / उनीहरूले,ergative -ले,no,बुझेका थिए,बु झे का   थि ए,stem:बुझ् + end:एका + aux: थिए,empty-base > virama-matra-fusion > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,pastperf,भूत पूर्ण,past perfect,uha,3rd person · high grade,yes,उहाँले,ergative -ले,no,बुझ्नुभएको थियो,बु झ्नु भ ए को   थि यो,stem:बुझ्नु + aux:भएको थियो,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,future,सामान्य भविष्यत्,simple future,ma,1st person · singular,no,म,nominative,no,बुझ्नेछु,बु झ्ने छु,stem:बुझ् + end:ने + end:छु,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,future,सामान्य भविष्यत्,simple future,hami,1st person · plural,no,हामी(हरू),nominative,no,बुझ्नेछौँ,बु झ्ने छौँ,stem:बुझ् + end:ने + end:छौँ,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,future,सामान्य भविष्यत्,simple future,ta,2nd person · low grade,no,तँ,nominative,no,बुझ्नेछस्,बु झ्ने छ स्,stem:बुझ् + end:ने + end:छस्,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,future,सामान्य भविष्यत्,simple future,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,बुझ्नेछौ,बु झ्ने छौ,stem:बुझ् + end:ने + end:छौ,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,future,सामान्य भविष्यत्,simple future,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,बुझ्नुहुनेछ,बु झ्नु हु ने छ,stem:बुझ्नु + aux:हुनेछ,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,future,सामान्य भविष्यत्,simple future,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,बुझ्नेछ,बु झ्ने छ,stem:बुझ् + end:ने + end:छ,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,future,सामान्य भविष्यत्,simple future,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,बुझ्नेछन्,बु झ्ने छ न्,stem:बुझ् + end:ने + end:छन्,empty-base > concatenate > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,future,सामान्य भविष्यत्,simple future,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,बुझ्नुहुनेछ,बु झ्नु हु ने छ,stem:बुझ्नु + aux:हुनेछ,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prob,सम्भावना,probable,ma,1st person · singular,no,म,nominative,yes,बुझुँला,बु झुँ ला,stem:बुझ् + end:उँला,empty-base > virama-matra-fusion
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prob,सम्भावना,probable,hami,1st person · plural,no,हामी(हरू),nominative,yes,बुझौँला,बु झौँ ला,stem:बुझ् + end:औँला,empty-base > virama-matra-fusion
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prob,सम्भावना,probable,ta,2nd person · low grade,no,तँ,nominative,yes,बुझ्लास्,बु झ्ला स्,stem:बुझ् + end:लास्,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prob,सम्भावना,probable,timi,2nd person · mid grade,no,तिमी(हरू),nominative,yes,बुझौला,बु झौ ला,stem:बुझ् + end:औला,empty-base > virama-matra-fusion
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prob,सम्भावना,probable,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,yes,बुझ्नुहोला,बु झ्नु हो ला,stem:बुझ्नु + aux:होला,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prob,सम्भावना,probable,u,3rd person · low grade,no,ऊ / त्यो,nominative,yes,बुझ्ला,बु झ्ला,stem:बुझ् + end:ला,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prob,सम्भावना,probable,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,yes,बुझ्लान्,बु झ्ला न्,stem:बुझ् + end:लान्,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,prob,सम्भावना,probable,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,yes,बुझ्नुहोला,बु झ्नु हो ला,stem:बुझ्नु + aux:होला,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,imp,आज्ञा र इच्छा,imperative & optative,ma,1st person · singular,no,म,nominative,no,बुझूँ,बु झूँ,stem:बुझ् + end:ऊँ,empty-base > virama-matra-fusion
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,imp,आज्ञा र इच्छा,imperative & optative,hami,1st person · plural,no,हामी(हरू),nominative,no,बुझौँ,बु झौँ,stem:बुझ् + end:औँ,empty-base > virama-matra-fusion
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,imp,आज्ञा र इच्छा,imperative & optative,ta,2nd person · low grade,no,तँ,nominative,no,बुझ्,बु झ्,stem:बुझ्,empty-base
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,imp,आज्ञा र इच्छा,imperative & optative,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,बुझ,बु झ,stem:बुझ् + end:अ,empty-base > virama-matra-fusion
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,imp,आज्ञा र इच्छा,imperative & optative,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,बुझ्नुहोस्,बु झ्नु हो स्,stem:बुझ्नु + aux:होस्,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,imp,आज्ञा र इच्छा,imperative & optative,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,बुझोस्,बु झो स्,stem:बुझ् + end:ओस्,empty-base > virama-matra-fusion
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,imp,आज्ञा र इच्छा,imperative & optative,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,बुझून्,बु झू न्,stem:बुझ् + end:ऊन्,empty-base > virama-matra-fusion
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,finite,imp,आज्ञा र इच्छा,imperative & optative,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,बुझ्नुहोस्,बु झ्नु हो स्,stem:बुझ्नु + aux:होस्,empty-base > concatenate
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,non-finite,क्रियार्थक नाम,,dictionary form,,,,,,,बुझ्नु,बु झ्नु,,
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,non-finite,उद्देश्यवाचक,,in order to …,,,,,,,बुझ्न,बु झ्न,,
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,non-finite,भविष्यवाचक,,the one that will …,,,,,,,बुझ्ने,बु झ्ने,,
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,non-finite,पूर्णकालिक,,having …-ed,,,,,,,बुझेको,बु झे को,,
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,non-finite,पूर्वकालिक,,"…-ing, then",,,,,,,बुझेर,बु झे र,,
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,non-finite,क्रियाविशेषण,,by …-ing,,,,,,,बुझी,बु झी,,
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,non-finite,अपूर्णकालिक,,while …-ing,,,,,,,बुझ्दै,बु झ्दै,,
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,non-finite,समयवाचक,,when …-ing,,,,,,,बुझ्दा,बु झ्दा,,
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,non-finite,सर्तवाचक,,if …,,,,,,,बुझे भने,बु झे   भ ने,,
बुझ्नु,to understand,C,व्यञ्जनान्त,yes,बुझ्,बुझ्,infinitive,,,,,,,,,,बुझ्नु,बु झ्नु,,
सिक्नु,to learn,C,व्यञ्जनान्त,yes,सिक्,सिक्,finite,habpres,अभ्यस्त वर्तमान,habitual present,ma,1st person · singular,no,म,nominative,no,सिक्छु,सि क्छु,stem:सिक् + end:छु,empty-base > concatenate
सिक्नु,to learn,C,व्यञ्जनान्त,yes,सिक्,सिक्,finite,habpres,अभ्यस्त वर्तमान,habitual present,hami,1st person · plural,no,हामी(हरू),nominative,no,सिक्छौँ,सि क्छौँ,stem:सिक् + end:छौँ,empty-base > concatenate
सिक्नु,to learn,C,व्यञ्जनान्त,yes,सिक्,सिक्,finite,habpres,अभ्यस्त वर्तमान,habitual present,ta,2nd person · low grade,no,तँ,nominative,no,सिक्छस्,सि क्छ स्,stem:सिक् + end:छस्,empty-base > concatenate
सिक्नु,to learn,C,व्यञ्जनान्त,yes,सिक्,सिक्,finite,habpres,अभ्यस्त वर्तमान,habitual present,timi,2nd person · mid grade,no,तिमी(हरू),nominative,no,सिक्छौ,सि क्छौ,stem:सिक् + end:छौ,empty-base > concatenate
सिक्नु,to learn,C,व्यञ्जनान्त,yes,सिक्,सिक्,finite,habpres,अभ्यस्त वर्तमान,habitual present,tapai,2nd person · high grade,yes,तपाईं(हरू),nominative,no,सिक्नुहुन्छ,सि क्नु हु न्छ,stem:सिक्नु + aux:हुन्छ,empty-base > concatenate
सिक्नु,to learn,C,व्यञ्जनान्त,yes,सिक्,सिक्,finite,habpres,अभ्यस्त वर्तमान,habitual present,u,3rd person · low grade,no,ऊ / त्यो,nominative,no,सिक्छ,सि क्छ,stem:सिक् + end:छ,empty-base > concatenate
सिक्नु,to learn,C,व्यञ्जनान्त,yes,सिक्,सिक्,finite,habpres,अभ्यस्त वर्तमान,habitual present,uni,3rd person · mid grade,no,उनी / उनीहरू,nominative,no,सिक्छन्,सि क्छ न्,stem:सिक् + end:छन्,empty-base > concatenate
सिक्नु,to learn,C,व्यञ्जनान्त,yes,सिक्,सिक्,finite,habpres,अभ्यस्त वर्तमान,habitual present,uha,3rd person · high grade,yes,उहाँ / वहाँ,nominative,no,सिक्नुहुन्छ,सि क्नु हु न्छ,stem:सिक्नु + aux:हुन्छ,empty-base > concatenate
सिक्नु,to learn,C,व्यञ्जनान्त,yes,सिक्,सिक्,finite,prescont,वर्तमान निरन्तर,present continuous,ma,1st person · singular,no,म,nominative,no,सिक्दैछु,सि क्दै छु,stem:सिक् + end:दै + aux:छु,empty-base > concatenate > concatenate
सिक्नु,to learn,C,व्यञ्जनान्त,yes,सिक्,सिक्,finite,prescont,वर्तमान निरन्तर,present continuous,hami,1st person · plural,no,हामी(हरू),nominative,no,सिक्दैछौँ,सि क्दै छौँ,stem:सिक् + end:दै + aux:छौँ,empty-base > concatenate > concatenate
